episodes,genre,language,length,premiere,seasons,status,title
,Comedy,"English
",,,,"English
",Cuckoo
6,Comedy,"English
",,2012-09-25,1,"English
",Cuckoo
6,Comedy,"English
",,2014-08-07,2,"English
",Cuckoo
24 December 2014,Comedy,"English
",,,Christmas Special,"English
",Cuckoo
7,Comedy,"English
",,2016-02-16,3,"English
",Cuckoo
6,Sitcom,"English
",,2017-01-12,2,"English
",Chewing Gum
26,Anime,"Japanese
",,2018,2,"Japanese
",Last Hope
26,Anime,"Japanese
",,2016,2,"Japanese
",Kuromukuro
24,Anime,"Japanese
",,2014,2,"Japanese
",Knights of Sidonia
24,Anime,"Japanese
",,2018,2,"Japanese
",
18,Reality,"English
",,2017,2,"English
",Instant Hotel
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
10,drama,"Spanish
",,2019,1,"Spanish
",Playing with Fire
6,Comedy,"English
",,2015,1,"English
",Pompidou
16,Comedy,"Korean
",,2017,1,"Korean
",Prison Playbook
82,Telenovela,"Spanish
",,2018,1,"Spanish
",The Queen of Flow
26,Anime,"Japanese
",,2018,2,"Japanese
",Last Hope
26,Anime,"Japanese
",,2016,2,"Japanese
",Kuromukuro
24,Anime,"Japanese
",,2014,2,"Japanese
",Knights of Sidonia
24,Anime,"Japanese
",,2018,2,"Japanese
",
18,Reality,"English
",,2017,2,"English
",Instant Hotel
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
,Drama,"Spanish
",,,,"Spanish
",The Department of Time
24,Drama,"Spanish
",,2017,2,"Spanish
",Locked Up
25,Anime,"Japanese
",,2017,2,"Japanese
",Little Witch Academia
39,Animation,"English
",,2015,3,"English
",Inspector Gadget
,Film noir,"English
",,,,"English
",Marcella
,Film noir,"English
",,,,"English
",Marcella
4,Crime drama,"English
",,2016,1,"English
",Retribution
16,Thriller,"Korean
",,2019,1,"Korean
",Possessed
10,Drama,"English
",,2015,1,"English
",The Returned
12,Anime,"Japanese
",,2019,1,"Japanese
",Revisions
,Children,"English
",,,,"English
",Mako Mermaids: An H2O Adventure
19,Reality,"English
",,2016,2,"English
",Heavy Rescue: 401
,Crime drama,"English
",,,,"English
",Happy Valley
,Crime drama,"English
",,,,"English
",Happy!
24,Drama,"Spanish
",,2017,2,"Spanish
",Locked Up
25,Anime,"Japanese
",,2017,2,"Japanese
",Little Witch Academia
39,Animation,"English
",,2015,3,"English
",Inspector Gadget
39,Animation,"English
",,2015,3,"English
",Inspector Gadget
8,Film noir,"English
",,,1,"English
",Marcella
8,Film noir,"English
",,,2,"English
",Marcella
70,Period drama,"Mandarin
",,2018,1,"Mandarin
",The Rise of Phoenixes
6,Crime drama,"English
",,2015,1,"English
",River
,Children,"English
",,,,"English
",Mako Mermaids: An H2O Adventure
26,Children,"English
",,2013-07-26,1,"English
",Mako Mermaids: An H2O Adventure
26,Children,"English
",,2015-02-15,2,"English
",Mako Mermaids: An H2O Adventure
16,Children,"English
",,2016-05-15,3,"English
",Mako Mermaids: An H2O Adventure
19,Reality,"English
",,2016,2,"English
",Heavy Rescue: 401
,Crime drama,"English
",,,,"English
",Happy Valley
,Crime drama,"English
",,,,"English
",Happy Valley
,Crime drama,"English
",,,,"English
",Happy Valley
,Crime drama,"English
",,,,"English
",Happy!
8,Crime drama,"English
",,2017-12-06,1,"English
",Happy!
10,Crime drama,"English
",,2019-03-27,2,"English
",Happy!
,Adult animation,"English
",,,,"English
",Mike Tyson Mysteries
,Historical fiction,"Italian, English
",,,,"Italian, English
",Medici: Masters of Florence
20,Sitcom,"English
",,2017,2,"English
",Marlon
16,Romantic comedy,"Korean
",,2019,1,"Korean
",Romance Is a Bonus Book
18,Period,"Korean
",,2019,1,"Korean
",Rookie Historian Goo Hae-Ryung
14,reality competition,"English
",,2019,1,"English
",Rupaul's Drag Race
,Psychological drama,"English
",,,,"English
",The Missing
,Adult animation,"English
",,,,"English
",Mike Tyson Mysteries
10,Adult animation,"English
",,2014-10-27,1,"English
",Mike Tyson Mysteries
20,Adult animation,"English
",,2015-11-01,2,"English
",Mike Tyson Mysteries
20,Adult animation,"English
",,2017-05-14,3,"English
",Mike Tyson Mysteries
10,Adult animation,"English
",,2019-06-30,4,"English
",Mike Tyson Mysteries
,Comedy,"English
",,,,"English
",Great News
,Historical fiction,"Italian, English
",,,,"Italian, English
",Medici: Masters of Florence
8,Historical fiction,"Italian, English
",,2016-10-18,,"Italian, English
",Medici: Masters of Florence
8,Historical fiction,"Italian, English
",,2018-10-23,,"Italian, English
",Medici: Masters of Florence
8,Historical fiction,"Italian, English
",,2019-11-12,,"Italian, English
",Medici: Masters of Florence
20,Sitcom,"English
",,2017,2,"English
",Marlon
12,reality competition,"English
",,2019,1,"English
",Rupaul's Drag Race
6,Drama,"German
",,2016,1,"German
",The Same Sky
12,Anime,"Japanese
",,2018,1,"Japanese
",Sirius the Jaeger
7,Family,"English
",,2017,1,"English
",Sisters
12,Comedy,"English
",,2016,2,"English
",Norsemen
12,Comedy,"English
",,2016,2,"English
",Norsemen
,Drama,"English
",,,,"English
",Greenleaf
,Psychological drama,"English
",,,,"English
",The Missing
8,Psychological drama,"English
",,2014-10-28,1,"English
",The Missing
8,Psychological drama,"English
",,2016-10-12,2,"English
",The Missing
,Comedy-drama,"English
",,,,"English
",Good Girls
,Comedy,"English
",,,,"English
",Great News
10,Comedy,"English
",,2017-04-25,1,"English
",Great News
13,Comedy,"English
",,2017-09-28,2,"English
",Great News
60,Baking,"English
",,2010,6,"English
",The Great British Baking Show
30,Anime,"English
",,2013,2,"English
",Glitter Force Doki Doki
,Fantasy,"English
",,,,"English
",The Good Place
8,Drama,"English
",,2017,1,"English
",The Sinner
10,Drama,"English
",,2017,1,"English
",Somewhere Between
10,Naver TV Cast,"Korean
",,2016,1,"Korean
",The Sound of Your Heart
,Drama,"English
",,,,"English
",Greenleaf
13,Drama,"English
",,2016-06-21,1,"English
",Greenleaf
16,Drama,"English
",,2017-03-15,2,"English
",Greenleaf
13,Drama,"English
",,2018-08-28,3,"English
",Greenleaf
,Comedy-drama,"English
",,,,"English
",Good Girls
10,Comedy-drama,"English
",,2018-02-26,1,"English
",Good Girls
13,Comedy-drama,"English
",,2019-03-03,2,"English
",Good Girls
60,Baking,"English
",,2010,6,"English
",The Great British Baking Show
60,Baking,"English
",,2010,6,"English
",The Great British Baking Show
60,Baking,"English
",,2010,6,"English
",The Great British Baking Show
60,Baking,"English
",,2010,6,"English
",The Great British Baking Show
60,Baking,"English
",,2010,6,"English
",The Great British Baking Show
30,Anime,"English
",,2013,2,"English
",Glitter Force Doki Doki
,Fantasy,"English
",,,,"English
",The Good Place
13,Fantasy,"English
",,2016-09-19,1,"English
",The Good Place
13,Fantasy,"English
",,2017-09-20,2,"English
",The Good Place
13,Fantasy,"English
",,2018-09-27,3,"English
",The Good Place
14,Fantasy,"English
",,2019-09-26,4,"English
",The Good Place
,Science fiction,"English
",,,,"English
",Orphan Black
4,Drama,"English
",,2013,1,"English
",Southcliffe
10,Comedy,"French, English
",,2015,1,"French, English
",Spotless
16,Thriller,"Korean
",,2017,1,"Korean
",Stranger
40,Anime,"English
",,2012,2,"English
",Glitter Force
,Science fiction,"English
",,,,"English
",Outlander
,Drama,"English
",,,,"English
",From Dusk till Dawn
12,Period,"English
",,,2,"English
",The Frankenstein Chronicles
12,Period,"English
",,,2,"English
",The Frankenstein Chronicles
20,Science fiction,"English
",,,2,"English
",ReBoot: The Guardian Code
10,Historical fiction,"Irish, English
",,2016,2,"Irish, English
",Rebellion
10,Historical fiction,"Irish, English
",,2016,2,"Irish, English
",Rebellion
26,Children's television series,"English
",,2015,2,"English
",Puffin Rock
,Science fiction,"English
",,,,"English
",Orphan Black
10,Science fiction,"English
",,2013-03-30,1,"English
",Orphan Black
10,Science fiction,"English
",,2014-04-19,2,"English
",Orphan Black
10,Science fiction,"English
",,2015-04-18,3,"English
",Orphan Black
10,Science fiction,"English
",,2016-04-14,4,"English
",Orphan Black
10,Science fiction,"English
",,2017-06-10,5,"English
",Orphan Black
12,Syfy,"English
",,2017,1,"English
",Superstition
60,Drama,"Spanish
",,2017,1,"Spanish
",Surviving Escobar: Alias J.J
9,Psychological thriller,"Dutch
",,2017,1,"Dutch
",Tabula Rasa
30,Comedy,"Chinese
",,2018,1,"Chinese
",Take My Brother Away
6,Documentary,"English
",,2017,1,"English
",Time: The Kalief Browder Story
7,Reality,"English
",,2019,1,"English
",Tiny House Nation
40,Anime,"English
",,2012,2,"English
",Glitter Force
,Horror,"English
",,,,"English
",Penny Dreadful
,Science fiction,"English
",,,,"English
",Outlander
,Science fiction,"English
",,2014-08-09,1,"English
",Outlander
,Science fiction,"English
",,2015-04-04,,"English
",Outlander
13,Science fiction,"English
",,2016-04-09,2,"English
",Outlander
13,Science fiction,"English
",,2017-09-10,3,"English
",Outlander
13,Science fiction,"English
",,2018-11-04,4,"English
",Outlander
,Drama,"English
",,,,"English
",From Dusk till Dawn
10,Drama,"English
",,2014-03-11,1,"English
",From Dusk till Dawn
10,Drama,"English
",,2015-08-25,2,"English
",From Dusk till Dawn
10,Drama,"English
",,2016-09-06,3,"English
",From Dusk till Dawn
20,Science fiction,"English
",,,2,"English
",ReBoot: The Guardian Code
26,Children's television series,"English
",,2015,2,"English
",Puffin Rock
,Crime drama,"English
",,,,"English
",Peaky Blinders
11,Superhero,"English
",,2018,1,"English
",Titans
10,Animation,"Korean
",,2018,1,"Korean
",Treehouse Detectives
4,Documentary,"English
",,2017,1,"English
",Trump: An American Dream
10,Crime drama,"Polish
",,2018,1,"Polish
",Ultraviolet
13,Drama,"Spanish
",,2018,1,"Spanish
",Unauthorized Living
,Teen drama,"English
",,,,"English
",Riverdale
32,Comedy-drama,"Danish
",,2012,4,"Danish
",Rita
,Horror,"English
",,,,"English
",Penny Dreadful
8,Horror,"English
",,2014-05-11,1,"English
",Penny Dreadful
10,Horror,"English
",,2015-05-03,2,"English
",Penny Dreadful
9,Horror,"English
",,2016-05-01,3,"English
",Penny Dreadful
24,Anime,"Japanese
",,,2,"Japanese
",Forest of Piano
18,Comedy-drama,"French
",,2015,3,"French
",Call My Agent!
18,Comedy-drama,"French
",,2015,3,"French
",Call My Agent!
18,Comedy-drama,"French
",,2015,3,"French
",Call My Agent!
38,Historical fiction,"English
",,2011,3,"English
",Borgia
38,Historical fiction,"English
",,2011,3,"English
",Borgia
38,Historical fiction,"English
",,2011,3,"English
",Borgia
,Crime drama,"Finnish
",,,,"Finnish
",Bordertown
,Crime drama,"Finnish
",,,,"Finnish
",Bordertown
11,Crime drama,"Finnish
",,2016-10-16,1,"Finnish
",Bordertown
,Crime drama,"English
",,,,"English
",Peaky Blinders
6,Crime drama,"English
",,2013-09-12,1,"English
",Peaky Blinders
6,Crime drama,"English
",,2014-10-02,2,"English
",Peaky Blinders
6,Crime drama,"English
",,2016-05-05,3,"English
",Peaky Blinders
6,Crime drama,"English
",,2017-11-15,4,"English
",Peaky Blinders
60,Crime drama,"Spanish
",,2018,1,"Spanish
",Undercover Law
10,Crime drama,"French
",,2017,1,"French
",Unit 42
24,Romance,"Chinese
",,2019,1,"Chinese
",Unrequited Love
10,True crime,"English
",,,1,"English
",Unsolved
16,Action,"Korean
",,2019,1,"Korean
",Vagabond
13,Anime,"Japanese
",,2018,1,"Japanese
",Violet Evergarden
,Teen drama,"English
",,,,"English
",Riverdale
13,Teen drama,"English
",,2017-01-26,1,"English
",Riverdale
22,Teen drama,"English
",,2017-10-11,2,"English
",Riverdale
22,Teen drama,"English
",,2018-10-10,3,"English
",Riverdale
22,Teen drama,"English
",,2019-10-09,4,"English
",Riverdale
32,Comedy-drama,"Danish
",,2012,4,"Danish
",Rita
32,Comedy-drama,"Danish
",,2012,4,"Danish
",Rita
32,Comedy-drama,"Danish
",,2012,4,"Danish
",Rita
24,Anime,"Japanese
",,,2,"Japanese
",Forest of Piano
10,Crime drama,"Finnish
",,2018-10-07,2,"Finnish
",Bordertown
,Sky One,"English
",,,,"English
",Sick Note
,Sky One,"English
",,,,"English
",Sick Note
6,Crime drama,"Danish
",,2018,1,"Danish
",Warrior
13,Dark Comedy,"Catalan
",,2018,1,"Catalan
",Welcome to the Family
20,Romantic comedy,"Chinese
",,2019,1,"Chinese
",Well-Intended Love
10,Thriller,"Hebrew
",,2018,1,"Hebrew
",When Heroes Fly
20,Drama,"Korean
",,2016,1,"Korean
",White Nights
6,Drama,"Turkish
",,2018,1,"Turkish
",Wolf
,Drama,"English
",,,,"English
",Shooter
,Drama,"English
",,,,"English
",Shadowhunters
,Thriller,"English
",,,,"English
",Secret City
,Thriller,"English
",,,,"English
",Secret City
6,Thriller,"English
",,2016-06-05,1,"English
",Secret City
6,Thriller,"English
",,2019-03-04,2,"English
",Secret City
,Horror,"English
",,,,"English
",Scream
6,Sky One,"English
",,2017-11-07,1,"English
",Sick Note
8,Sky One,"English
",,2018-07-26,2,"English
",Sick Note
13,Comedy,"English
",,2017,1,"English
",Workin' Moms
10,Thriller,"English
",,2018,1,"English
",You
12,Baking,"English
",,2016,1,"English
",Zumbo's Just Desserts
,Drama,"English
",,,,"English
",Shooter
10,Drama,"English
",,2016-11-15,1,"English
",Shooter
8,Drama,"English
",,2017-07-18,2,"English
",Shooter
13,Drama,"English
",,2018-06-21,3,"English
",Shooter
,Drama,"English
",,,,"English
",Shadowhunters
13,Drama,"English
",,2016-01-12,1,"English
",Shadowhunters
,Drama,"English
",,2017-01-02,2,"English
",Shadowhunters
,Drama,"English
",,2017-06-05,,"English
",Shadowhunters
,Drama,"English
",,2018-03-20,3,"English
",Shadowhunters
,Drama,"English
",,2019-02-25,,"English
",Shadowhunters
,Horror,"English
",,,,"English
",Scream
10,Horror,"English
",,2015-06-30,1,"English
",Scream
14,Horror,"English
",,2016-05-30,2,"English
",Scream
6,Horror,"English
",,2019-07-08,3,"English
",Scream
57,YTV,"English
",,2014,3,"English
",Some Assembly Required
20,Naver TV Cast,"Korean
",,2018,2,"Korean
",The Sound of Your Heart
,Horror,"English
",,,,"English
",Slasher
,Fantasy,English,,,,"TBA
",Avatar: The Last Airbender
57,YTV,"English
",,2014,3,"English
",Some Assembly Required
57,YTV,"English
",,2014,3,"English
",Some Assembly Required
20,Naver TV Cast,"Korean
",,2018,2,"Korean
",The Sound of Your Heart
,Horror,"English
",,,,"English
",Slasher
8,Horror,"English
",,2016-03-04,1,"English
",Slasher
"8,October 17, 2017",Horror,"English
",,,2,"English
",Slasher
"8,May 23, 2019",Horror,"English
",,,3,"English
",Slasher
,Fantasy,English,,,,"TBA
",Avatar: The Last Airbender
20,Fantasy,English,,2005-02-21,1,"TBA
",Avatar: The Last Airbender
20,Fantasy,English,,2006-03-17,2,"TBA
",Avatar: The Last Airbender
21,Fantasy,English,,2007-09-21,3,"TBA
",Avatar: The Last Airbender
29,Science fiction,"English
",,2017,2,"English
",Star Trek: Discovery
,Documentary,"English
",,,,"English
",Tales by Light
,Documentary,"English
",,,,"English
",Tales by Light
29,Science fiction,"English
",,2017,2,"English
",Star Trek: Discovery
6,Documentary,"English
",,2015-05-24,1,"English
",Tales by Light
3,Documentary,"English
",,2016-10-25,2,"English
",Tales by Light
3,Documentary,"English
",,2018-08-26,3,"English
",Tales by Light
65,Animation,"French
",,2008,3,"French
",Wakfu
,Drama,"English
",,,,"English
",Van Helsing
65,Animation,"French
",,2008,3,"French
",Wakfu
65,Animation,"French
",,2008,3,"French
",Wakfu
,Drama,"English
",,,,"English
",Van Helsing
13,Drama,"English
",,2016-07-31,1,"English
",Van Helsing
13,Drama,"English
",,2017-10-05,2,"English
",Van Helsing
13,Drama,"English
",,2018-10-05,3,"English
",Van Helsing
,Comedy,"English
",,,,"English
",White Gold
12,Drama,"English
",,2016,2,"English
",Wanted
,Crime drama,"Bulgarian
",,,,"Bulgarian
",Undercover
,Crime drama,"Bulgarian
",,,,"Bulgarian
",Undercover
12,Crime drama,"Bulgarian
",,2011-04-17,1,"Bulgarian
",Undercover
12,Crime drama,"Bulgarian
",,2011-11-20,2,"Bulgarian
",Undercover
20,Reality,"English
",,2017,2,"English
",Yummy Mummies
20,Reality,"English
",,2017,2,"English
",Yummy Mummies
,Comedy,"English
",,,,"English
",White Gold
6,Comedy,"English
",,2017-05-28,1,"English
",White Gold
6,Comedy,"English
",,2019-03-06,2,"English
",White Gold
12,Drama,"English
",,2016,2,"English
",Wanted
,Romantic comedy,"English
",,,,"English
",You Me Her
,Romantic comedy,"English
",,,,"English
",You Me Her
10,Romantic comedy,"English
",,2016-03-22,1,"English
",You Me Her
10,Romantic comedy,"English
",,2017-02-14,2,"English
",You Me Her
12,Crime drama,"Bulgarian
",,2012-11-25,3,"Bulgarian
",Undercover
12,Crime drama,"Bulgarian
",,2014-01-19,4,"Bulgarian
",Undercover
12,Crime drama,"Bulgarian
",,2016-03-20,5,"Bulgarian
",Undercover
10,Romantic comedy,"English
",,2018-03-20,3,"English
",You Me Her
10,Romantic comedy,"English
",,2019-04-09,4,"English
",You Me Her
8,Docu-series,English,47–54 min.,"July 6, 2018",2,"Pending
",Inside the World’s Toughest Prisons
8,Docu-series,English,47–54 min.,"July 6, 2018",2,"Pending
",Inside the World’s Toughest Prisons
,Mockumentary,English,23–38 min.,,,"Pending
",Paquita Salas
,Mockumentary,English,23–38 min.,,,"Pending
",Paquita Salas
5,Mockumentary,English,23–38 min.,2016-07-06,1,"Pending
",Paquita Salas
"5,June 29, 2018",Mockumentary,English,23–38 min.,,2,"Pending
",Paquita Salas
"6,June 28, 2019",Mockumentary,English,23–38 min.,,3,"Pending
",Paquita Salas
36,Fuji Television,English,30–47 min.,"November 1, 2016",4,Ended,Terrace House: Aloha State
36,Fuji Television,English,30–47 min.,"November 1, 2016",4,Ended,Terrace House: Aloha State
46,Fuji Television,English,24–38 min.,"September 2, 2015",2,Ended,Terrace House: Boys & Girls in the City
,Comedy,English,12–41 min.,,,"Pending
",Comedians in Cars Getting Coffee
36,Fuji Television,English,30–47 min.,"November 1, 2016",4,Ended,Terrace House: Aloha State
36,Fuji Television,English,30–47 min.,"November 1, 2016",4,Ended,Terrace House: Aloha State
46,Fuji Television,English,24–38 min.,"September 2, 2015",2,Ended,Terrace House: Boys & Girls in the City
,Comedy,English,12–41 min.,,,"Pending
",Comedians in Cars Getting Coffee
10,Comedy,English,12–41 min.,2012-07-19,1,"Pending
",Comedians in Cars Getting Coffee
6,Comedy,English,12–41 min.,2013-06-13,2,"Pending
",Comedians in Cars Getting Coffee
7,Comedy,English,12–41 min.,2014-01-02,3,"Pending
",Comedians in Cars Getting Coffee
5,Comedy,English,12–41 min.,2014-06-19,4,"Pending
",Comedians in Cars Getting Coffee
8,Comedy,English,12–41 min.,2014-11-06,5,"Pending
",Comedians in Cars Getting Coffee
6,Comedy,English,12–41 min.,2015-06-03,6,"Pending
",Comedians in Cars Getting Coffee
6,Comedy,English,12–41 min.,2015-12-30,7,"Pending
",Comedians in Cars Getting Coffee
6,Comedy,English,12–41 min.,2016-06-16,8,"Pending
",Comedians in Cars Getting Coffee
6,Comedy,English,12–41 min.,2017-01-05,9,"Pending
",Comedians in Cars Getting Coffee
"12,July 6, 2018",Comedy,English,12–41 min.,,10,"Pending
",Comedians in Cars Getting Coffee
"12,July 19, 2019",Comedy,English,12–41 min.,,11,"Pending
",Comedians in Cars Getting Coffee
