avg_rating,num_reviews,rating_count,title
8.1,2,"911,723",Kill Bill: Vol. 1
6.9,60,"2,594",High Seas
5.9,351,"27,916",Sierra Burgess Is a Loser
8.2,106,"69,287",Skins
6.4,36,"2,454",Beats
7.0,401,"10,489",The Order
8.6,178,"38,712",Neon Genesis Evangelion
6.1,501,"45,708",The Kissing Booth
8.0,169,"37,088",Big Mouth
8.1,200,"36,354",Into the Badlands
7.0,60,"16,094","Murder, She Wrote"
7.6,1,"434,321",American Psycho
8.0,427,"41,947",Russian Doll
5.5,289,"13,015",Wine Country
8.9,3,"1,504,948",The Lord of the Rings: The Return of the King
7.3,610,"90,222",The Ballad of Buster Scruggs
7.2,1,"51,284",Lost in Space
8.2,271,"87,572",Bates Motel
6.7,194,"9,180",Slasher
5.7,477,"41,882",Velvet Buzzsaw
8.3,162,"75,283",Broadchurch
5.1,538,"12,967",Rim of the World
8.3,196,"164,394",Californication
8.4,98,"7,463",Heartland
8.3,260,"82,816",Black Sails
6.9,1,"232,852",Annihilation
7.4,141,"10,345",Dynasty
7.0,349,"47,973",The Highwaymen
7.2,44,"2,556",Trinkets
8.1,203,"63,057",The Tudors
8.3,223,"68,878",Ray Donovan
6.7,436,"29,826",Z Nation
7.8,38,"2,123",Aziz Ansari: Right Now
8.3,117,"57,804",Master of None
7.6,396,"178,224",Hell or High Water
8.0,410,"392,832",Beauty and the Beast
7.9,1,"721,634",The Hobbit: An Unexpected Journey
7.0,394,"46,087",Outlaw King
5.6,80,"6,856",The Last Summer
6.5,454,"46,382",Mowgli: Legend of the Jungle
5.9,181,"21,453",The Perfect Date
8.3,121,"44,770",Hell on Wheels
7.7,569,"358,214",Midnight in Paris
8.7,2,"1,360,992",The Lord of the Rings: The Two Towers
8.1,225,"86,663",The Invisible Guest
7.7,192,"36,100",12 Monkeys
6.3,373,"56,866",The Ritual
8.8,194,"119,719",Freaks and Geeks
8.7,104,"101,579",Top Gear
7.5,119,"18,310",Elite
8.2,253,"66,150",The Fall
7.4,392,"89,473",Easy Rider
7.2,389,"212,187",Grease
6.7,314,"49,041",Full House
7.0,606,"353,245",Tropic Thunder
6.3,362,"30,876",Apostle
6.4,875,"149,372",Bright
5.1,250,"14,381",The Week Of
7.5,119,"17,626",3%
8.5,713,"39,498",After Life
6.6,234,"67,477",Gerald's Game
8.3,1,"546,737",2001: A Space Odyssey
6.2,151,"10,648",Someone Great
7.5,1,"520,359",Frozen
7.5,92,"2,819",I Think You Should Leave with Tim Robinson
8.3,616,"244,612",Lawrence of Arabia
7.0,60,"6,963",You Me Her
6.9,260,"19,565",Zoo
8.2,57,"13,572",Nanatsu no taizai
8.3,194,"10,976",Kingdom
7.2,211,"177,751",The Croods
5.7,303,"64,763",Jaws 2
7.7,163,"32,027",Love
6.8,304,"60,920",Cars 3
8.0,39,"2,174",3Below: Tales of Arcadia
6.9,361,"86,458",What Happened to Monday
7.5,124,"15,814",Marcella
5.7,98,"33,983",The Do-Over
7.7,36,"6,181",Crashing
7.3,413,"24,767",The Protector
8.0,964,"619,312",Kill Bill: Vol. 2
7.3,927,"94,161",Black Mirror: Bandersnatch
7.0,573,"333,269",Knocked Up
6.1,667,"19,136",The Wandering Earth
7.5,286,"105,475",National Lampoon's Animal House
7.3,119,"13,211",Frontier
4.8,198,"39,168",The Ridiculous 6
8.1,230,"56,823",Marco Polo
7.3,400,"215,907",Finding Dory
7.3,264,"73,026",Okja
6.7,333,"71,481",The Invitation
8.3,73,"11,349",Miss Fisher's Murder Mysteries
6.7,240,"21,037",Dumplin'
7.4,664,"236,786",Contact
7.4,221,"23,263",The Guernsey Literary and Potato Peel Pie Society
6.2,24,675,"Frankenstein's Monster's Monster, Frankenstein"
8.3,142,"9,996",One Day at a Time
8.5,116,"28,475",Happy Valley
6.3,200,"47,210",The Babysitter
8.3,76,"10,212",Doc Martin
7.8,1,"109,530",Roma
4.4,454,"68,138",The Human Centipede (First Sequence)
6.8,159,"106,653",The Firm
7.6,101,"11,984",The Boy Who Harnessed the Wind
6.0,2,425,Cities of Last Things
5.6,223,"15,748",Close
7.6,465,"325,785",127 Hours
7.2,245,"99,457",The Founder
5.9,163,"16,548",Into the Forest
6.6,603,"212,477",Ender's Game
6.8,101,"8,796",The Kindergarten Teacher
9.3,144,"14,626",Our Planet
4.7,32,859,Beneath the Leaves
8.0,52,"13,310",Shameless
6.4,16,"1,351",Elisa & Marcela
5.6,709,"27,338",Hold the Dark
7.5,474,"247,889",Lone Survivor
8.2,127,"87,032",Misfits
6.3,428,"197,516",Mars Attacks!
6.3,148,"38,000",1922
5.0,227,"33,956",Hannah Montana
7.0,185,"15,000",The Night Comes for Us
8.0,510,"171,099",Rosemary's Baby
7.2,420,"29,778",Disenchantment
7.1,627,"276,026",There's Something About Mary
6.6,427,"96,812",Under the Dome
6.3,559,"166,818",Legally Blonde
7.8,95,"43,618",3rd Rock from the Sun
8.4,90,"10,510",Queer Eye
8.0,46,"3,692",Miraculous: Tales of Ladybug & Cat Noir
7.8,419,"293,139",Moonrise Kingdom
7.6,154,"10,892",Quicksand
6.0,62,"17,065",iBoy
6.6,319,"80,636",Hush
7.4,147,"19,228",Mirage
6.3,167,"16,419",The Outsider
6.3,197,"44,056",Spectral
6.7,163,"20,257",22 July
5.5,64,993,No Good Nick
7.1,335,"121,496",Locke
7.0,14,209,Go! Live Your Way
6.0,167,"35,164",War Machine
6.8,113,"46,407",Stonehearst Asylum
7.8,112,"7,814",Las chicas del cable
8.3,19,"1,461",The Chef Show
7.9,63,"10,409",El Chapo
5.0,1,"36,969",How It Ends
5.0,267,"5,776",See You Yesterday
7.0,605,"262,590",Public Enemies
6.3,78,"18,827",Berlin Syndrome
4.5,961,"67,471",Death Note
6.3,56,"15,365",Sand Castle
7.8,58,"19,028",Alias Grace
6.5,53,"1,490",Traitors
7.7,196,"54,886",Continuum
6.1,203,"29,772",Anon
6.5,135,"75,344",The Duff
7.3,160,"109,089",Dumbo
6.5,121,"33,025",Set It Up
7.5,184,"33,925",Pokémon
7.9,35,"2,506",Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese
5.4,227,"25,666",Mute
5.6,421,"120,657",Pixels
6.8,82,"33,304",To the Bone
8.0,93,"21,836",F Is for Family
7.7,411,"152,259",Breakfast at Tiffany's
6.5,151,"21,631",Operation Finale
8.3,536,"274,281",To Kill a Mockingbird
7.7,153,"17,966",My Little Pony: Friendship Is Magic
5.8,780,"37,992",Extinction
6.2,143,"43,112",Flashdance
5.4,206,"21,822","Game Over, Man!"
6.9,225,"67,898",Fatal Attraction
5.7,54,"17,175",Skiptrace
7.7,199,"110,268",This Is England
8.1,38,"7,135",Suburra: Blood on Rome
6.1,103,"6,329",Haters Back Off!
8.8,160,"76,940",Fawlty Towers
6.0,227,"18,201",Cam
5.3,66,"1,268",Historical Roasts
8.1,395,"225,207",Hachi: A Dog's Tale
7.8,80,"14,942",Conversations with a Killer: The Ted Bundy Tapes
5.7,85,"93,049",101 Dalmatians
7.1,184,"117,582",Kung Fu Panda 3
7.2,163,"3,809",Watership Down
5.8,234,"20,860",Tau
6.2,41,"8,712",Shimmer Lake
7.8,160,"64,421",Beasts of No Nation
8.6,145,"5,512",Delhi Crime
4.8,502,"24,200",The Titan
5.2,226,"12,986",Ibiza
7.4,127,"34,266",Mudbound
7.9,267,"57,843",The Ten Commandments
6.1,38,"13,827",Hot Girls Wanted
3.4,32,"2,856",Hot Bot
4.8,167,"7,623",Malevolent
6.6,454,"202,198",Contagion
7.4,238,"130,589",Begin Again
7.3,169,"37,608",The Italian Job
6.2,215,"80,705",Alice Through the Looking Glass
7.3,90,"26,404",Fyre
6.4,238,"79,023",The Quick and the Dead
6.3,16,344,Exhibit A
5.1,115,"12,211",Sandy Wexler
4.7,26,"1,409",The Hard Way
4.7,764,"25,190",IO
6.3,235,"27,987",Cargo
8.0,430,"156,565",Planet of the Apes
7.1,137,"5,058",Tidelands
5.5,271,"13,422",Unicorn Store
7.2,358,"217,226",Rango
5.5,144,"10,606",The Package
7.6,30,"3,636",The Confession Tapes
6.1,58,"5,604",Zoe
7.8,49,"22,890",Being Human
6.5,519,"64,657",Dreamgirls
7.3,105,"49,317",The Fundamentals of Caring
7.2,81,"5,098",Parfum
5.2,151,"7,877",Father of the Year
8.6,58,"4,867",Rake
6.6,107,488,Blown Away
3.8,255,"32,867",The Human Centipede II (Full Sequence)
3.3,1,"25,620",The Open House
6.2,143,"33,313",Before I Wake
6.9,119,"38,818",I Don't Feel at Home in This World Anymore.
6.6,200,"49,130",Macbeth
4.7,84,"9,697",You Get Me
7.5,52,"6,859",Dogs of Berlin
6.2,44,"5,031",High Flying Bird
7.3,40,"1,659",Alexa & Katie
7.8,57,"16,621",Portlandia
5.6,27,329,Awake: The Million Dollar Game
4.9,40,"1,000",Maria
6.9,359,"235,902",Unknown
7.3,432,"180,160",Blue Jasmine
6.3,267,"18,729",Dear White People
7.8,214,"36,711",Torchwood
5.4,57,"14,387",Naked
7.2,29,"7,725",Girl
6.8,57,"4,018",Baby
7.0,65,"20,208",Suite Française
6.8,53,"8,719",Party of Five
5.4,3,867,After Porn Ends 3
5.5,299,"102,718",Red Riding Hood
8.0,34,"1,987",Carmen Sandiego
7.8,105,"8,358",Vikingane
5.3,6,"2,593",Loving
5.7,45,"7,786",White Girl
7.5,100,"59,164",Rust and Bone
6.9,107,"30,452",The Meyerowitz Stories (New and Selected)
5.7,77,"16,112",Little Evil
7.6,11,"1,106",Charité
6.0,152,"6,647",Valley of the Dolls
5.3,13,"2,316",Despite Everything
6.1,47,"6,511",Middle School: The Worst Years of My Life
6.7,119,"8,457",The Angel
7.1,107,"35,855",Look Who's Back
6.3,21,"2,935",The Ruthless
7.6,57,"5,861",Hap and Leonard
7.5,25,"3,819",Greenhouse Academy
7.3,120,"138,920",One Hundred and One Dalmatians
7.9,27,"8,569",KILL La KILL
4.6,206,"9,920",I Am the Pretty Thing That Lives in the House
7.8,39,"10,638",Goosebumps
6.0,147,"31,257",Circle
7.4,105,"2,764",Nailed It!
7.0,151,"8,300",Paradise PD
7.1,37,"2,531",The Unauthorized Bash Brothers Experience
6.5,70,"2,528",Chopsticks
6.8,43,"10,902",A Futile and Stupid Gesture
7.9,32,"13,749",Fresh Meat
7.0,77,"7,433",World Without End
7.4,147,"11,529",Crossing Lines
8.2,125,"16,832",Wild Wild Country
6.4,111,"29,411",ARQ
6.4,215,"90,602",The Lorax
4.9,40,"5,312",A.N.T. Farm
5.6,219,"79,789",Mirror Mirror
7.2,168,"16,718",Ascension
4.9,69,"4,404",The Saint
8.1,33,"3,111",Aggretsuko
5.1,86,"5,218",Dude
8.0,110,"13,347",The Staircase
3.1,21,180,Recall
6.3,98,"24,863",The Discovery
6.7,59,"1,627",Baki
7.3,74,"10,484",Private Life
5.8,80,"10,309",Romeo & Juliet
5.6,20,"7,065",King Cobra
7.2,83,"6,448",Paddleton
6.5,19,558,Katherine Ryan: Glitter Room
6.1,76,"15,955","Crouching Tiger, Hidden Dragon: Sword of Destiny"
8.6,104,"6,604",Formula 1: Drive to Survive
6.6,102,"13,081",Brain on Fire
7.8,242,"68,720",Black Book
7.7,24,"6,543",British Men Behaving Badly
5.8,50,"3,438",A Perfect Ending
7.1,590,"35,440",The Christmas Chronicles
7.4,78,"5,307",The Edge of Democracy
7.0,39,"4,665",Retribution
6.7,192,"15,871",Calibre
6.3,80,"11,673",Alex Strangelove
5.9,50,"17,398",True Memoirs of an International Assassin
7.3,108,"2,684",Pine Gap
6.1,192,"15,694",Like Father
7.2,67,"10,733",First They Killed My Father
6.6,273,"11,033",Next Gen
7.8,6,153,Motown Magic
7.1,90,"31,310",The One I Love
6.4,94,"81,606",Cloudy with a Chance of Meatballs 2
8.3,8,"1,897",El marginal
6.5,79,"28,582",Young Guns II
5.6,45,"1,473",Good Sam
7.6,41,"8,345",Happy as Lazzaro
8.6,26,"10,785",Chef's Table
6.2,61,"14,514",6 Days
4.9,46,"1,419",Mercy Black
6.4,37,"1,426",The Boss Baby: Back in Business
4.7,9,74,Black Privilege
6.4,38,640,Spirit Riding Free
8.1,71,"3,151",Patriot Act with Hasan Minhaj
5.7,119,"40,071",Planes
6.4,196,"8,639",Bleach
6.4,31,"1,195",Walk. Ride. Rodeo.
6.1,4,268,Blood Will Tell
8.5,223,"21,953",Mystery Science Theater 3000
6.6,71,"7,859",Lust Stories
6.0,128,"14,303",The Princess Switch
6.6,62,"14,457",Super Dark Times
6.8,80,"5,066",Paranoid
6.3,100,"15,952",David Brent: Life on the Road
7.6,85,"7,806",Devilman: Crybaby
7.6,134,"27,094",Kyle XY
7.7,116,"50,376",The Little Prince
7.7,89,"15,239",Winchester '73
5.8,12,"4,320",Teenage Cocktail
7.9,93,"29,518",Icarus
8.2,29,"3,538",The Ministry of Time
6.0,30,"2,641",Illang: The Wolf Brigade
8.0,113,"52,302",Kung Fury
6.1,139,"62,987",Mercury Rising
8.0,303,"93,086",Touch of Evil
7.0,42,"1,073",Ultraman
5.5,40,"2,690",Perdida
6.8,201,"10,026",Abducted in Plain Sight
6.6,78,"26,819",The Immigrant
7.3,37,"2,385",A Fortunate Man
6.1,119,"32,501",Hit and Run
5.6,70,"3,697",The Last Laugh
6.2,9,96,Extreme Engagement
7.6,248,"89,046",Philomena
5.5,12,"2,110",After Porn Ends 2
5.9,29,"2,119",Immortals
6.9,66,"4,672",The Other Side of the Wind
6.4,147,"22,109",The Great Gatsby
6.9,367,"93,453",Extremely Loud & Incredibly Close
5.7,128,"22,986",Honeymoon
6.5,10,618,Alles ist gut
7.4,29,"1,445",When Heroes Fly
8.4,33,"4,692",Wolf
6.9,89,"18,971",Under the Shadow
7.1,89,"23,321",Tangerine
6.4,11,"1,266",The Tree of Blood
7.8,6,661,Oprah Winfrey Presents: When They See Us Now
6.4,9,320,Rock My Heart
8.8,110,"2,152",Mr. Sunshine
8.7,74,"3,698",Hilda
7.3,59,"7,778",Forgotten
7.0,151,"19,170",Battle of Britain
6.5,196,"105,564",Premium Rush
6.5,120,"4,506",Requiem
8.5,21,"4,810",Last Chance U
5.1,52,"5,258",Clinical
8.2,28,"4,858",Dirty Money
7.7,25,"4,998",A Twelve-Year Night
7.6,58,"15,324",Evil Genius: The True Story of America's Most Diabolical Bank Heist
6.4,59,"39,067",Laggies
7.8,362,"23,014",Scarface
8.0,7,204,One Spring Night
7.0,79,"3,255",Wanderlust
4.7,132,"12,479",Final Girl
6.9,78,"8,687",Our Souls at Night
7.5,32,"1,161",The Worst Witch
7.2,46,"9,162",Gantz: O
7.6,51,"19,280",On Body and Soul
6.4,73,"6,317",Errementari
7.7,240,"68,324",A Very Long Engagement
6.7,23,"4,346",El fotógrafo de Mauthausen
6.4,39,"6,244",Irreplaceable You
5.6,41,"10,179",6 Years
7.7,101,"19,834",Little Britain
7.1,192,"3,987",The Good Cop
6.6,3,"1,553",Hot Girls Wanted: Turned On
7.2,18,965,O sabor das margaridas
6.4,93,"14,241",Wheelman
5.7,22,"6,795",After Porn Ends
6.5,54,"8,056",Geronimo: An American Legend
7.0,25,"2,038",Degrassi: Next Class
3.2,63,"1,256",Don't Watch This
6.8,72,"44,257","See No Evil, Hear No Evil"
4.7,5,278,The Brawler
6.6,70,"27,681",Celeste & Jesse Forever
7.8,32,"1,106",Trailer Park Boys: The Animated Series
6.8,10,"1,326",And Breathe Normally
7.2,44,"9,402",Flaked
6.7,76,"4,626",The Disappearance of Madeleine McCann
8.0,2,74,The Unknown Hitman: The Story of El Cholo Adrían
5.3,183,"13,471",Contracted
4.1,32,565,Thriller
8.8,78,809,The Rise of Phoenixes
7.4,30,"3,444",The Innocent Man
5.4,35,"3,395",Step Sisters
7.5,58,"1,989",Cathedral of the Sea
6.3,105,"24,342",The Warrior's Way
5.7,57,"2,114",An Interview with God
5.3,85,889,Selling Sunset
5.3,33,"1,810",Violetta
4.8,46,393,Saint Seiya: Knights of the Zodiac
6.8,99,"1,901",Huge in France
6.5,163,"27,694",Batman: The Movie
6.1,13,"6,027",Confessions of a Brazilian Call Girl
6.1,126,"53,703",Drinking Buddies
9.1,48,"83,651",Leyla and Mecnun
5.8,53,"3,104",The After Party
5.9,49,"3,139",Winx Club
7.1,18,"3,358",My Babysitter's a Vampire
6.9,36,"7,908",Nothing to Hide
8.2,66,"19,912",13th
6.8,68,"8,955",Kodachrome
7.3,26,"2,124",Ingobernable
4.7,31,"1,754",My Perfect Romance
4.9,18,"1,613",Solo
5.3,32,"3,411",Zapped
7.1,38,"2,918",1983
7.0,59,"3,716",The Chalet
5.7,29,"1,855",Gnome Alone
6.4,21,"5,480",Boy Missing
8.6,19,"8,738",Masum
7.4,193,"19,441",The Stranger
6.8,14,"7,987",The Fury of a Patient Man
6.4,61,"6,414",Nappily Ever After
6.2,43,"4,502",The Land of Steady Habits
5.9,63,"6,097",Ravenous
8.4,14,"3,040",The Time in Between
5.4,53,"2,046",When Angels Sleep
7.1,86,"39,711",People Like Us
6.0,29,"1,554",Come Sunday
7.9,10,457,Ask the StoryBots
5.7,43,"2,408",Duck Duck Goose
5.2,590,"15,561",The Bag Man
4.8,47,"6,931",The Veil
6.3,51,"1,247",Always a Witch
7.8,181,"28,390",A Man for All Seasons
5.9,30,"3,190",The Similars
5.1,19,769,The 3rd Eye
8.0,12,"2,083",Cocaine Coast
6.2,45,"6,414",Pee-wee's Big Holiday
6.1,32,"2,352",Tu hijo
6.4,124,"34,552",John Dies at the End
6.5,68,"5,526",Our Man Flint
5.8,30,"5,605",Small Crimes
6.7,43,"15,212",Tallulah
3.4,22,576,Some Assembly Required
6.7,21,641,Creeped Out
6.2,3,"1,262",In Family I Trust
6.7,68,"6,089",Knock Down the House
8.1,92,"16,996",Ugly
6.9,38,"5,252",The Resistance Banker
5.5,15,"1,916",Sundown
6.2,10,602,Project Mc²
7.6,5,425,The Black Godfather
8.2,77,"13,695",The Keepers
5.9,74,"4,064",The Breaker Upperers
7.7,57,"1,739",It's Bruno!
5.3,7,"1,426",Who Would You Take to a Deserted Island?
7.0,15,"1,350",Lady J
6.5,14,"3,520",Tramps
8.0,17,"8,696",DreamWorks Dragons
6.7,24,"7,802",Other People
5.9,47,"5,207",Orbiter 9
5.6,14,"1,137",Stalked by My Doctor
7.2,137,"7,763",The Old Dark House
7.5,70,"4,094",Homecoming: A Film by Beyoncé
4.1,19,800,Kill Ratio
7.0,48,"2,940",Wormwood
5.4,34,"4,489",Bottom of the World
6.5,34,"2,551",Animal World
4.7,140,"17,024",The ABCs of Death
5.8,11,221,Prince of Peoria
5.3,13,"1,235",Marfa Girl
5.2,26,"3,983",Fun Mom Dinner
6.5,20,483,The Magic School Bus Rides Again
8.0,13,"6,837",Berserk: The Golden Age Arc III - The Advent
7.9,9,626,Killer Ratings
6.0,54,"1,607",Juanita
6.1,23,"7,278",Radio Rebel
4.9,29,923,Alvinnn!!! And the Chipmunks
6.8,6,406,The Epic Tales of Captain Underpants
6.3,12,"3,115",The Crew
7.5,23,"1,983",The Hook Up Plan
5.9,37,"7,295",The Polka King
7.9,37,"2,178",Good Morning Call
8.4,19,"3,713",The Booth at the End
6.0,28,"2,574",Battle
5.2,265,"29,141",Dilwale
7.7,52,"12,273",Video Game High School
4.6,37,635,Deadly Switch
5.9,13,472,Trolls: The Beat Goes On!
5.3,43,"4,525",#REALITYHIGH
7.3,57,"10,611",Blue Jay
7.6,155,"40,266",Drunken Master II
7.6,114,"4,224",Dark Tourist
4.8,23,"3,086",Iceman
5.9,32,"3,255",Psychokinesis
5.5,40,"1,919",Heartthrob
5.9,57,"5,362",Walt Before Mickey
5.6,49,"5,862",El Camino Christmas
7.1,4,"1,497",The Gabby Douglas Story
6.6,36,"3,838",Pandora
5.8,27,"13,836",Blue Mountain State: The Rise of Thadland
5.3,21,"2,210",Manhunt
7.2,52,"10,127",Te3n
6.1,19,"3,580",The Most Hated Woman in America
6.4,75,"9,146",I Am Not an Easy Man
5.7,83,"12,100",A Christmas Prince
6.7,70,"36,828",Coco Before Chanel
6.1,18,"1,900",Burn Out
5.9,16,530,Adam Devine: Best Time of Our Lives
5.9,25,"3,474",Gridlocked
5.5,47,"2,931",The Legacy of a Whitetail Deer Hunter
7.2,15,"2,560",B: The Beginning
7.4,22,"4,857",On My Skin: The Last Seven Days of Stefano Cucchi
8.6,29,791,Rilakkuma to Kaorusan
6.4,4,"2,641",The World Is Yours
5.8,4,301,"Tiger, Blood in the Mouth"
6.6,19,"1,219",Backlash
5.3,43,"3,219",Handsome: A Netflix Mystery Movie
5.9,21,"2,842",Amateur
5.3,12,"1,618",Budapest
7.2,84,"2,348",Paskal
7.9,33,"2,609",Explained
7.8,7,72,Bangkok Love Stories: Innocence
5.5,18,"2,790",How to Plan an Orgy in a Small Town
4.2,100,"13,854",V/H/S Viral
5.3,37,"6,114",XOXO
6.2,22,"6,931",Win It All
7.5,118,"10,853",Soaked in Bleach
6.5,25,565,Shadow
5.8,75,"16,850",Special Correspondents
6.5,11,630,Joy
5.7,38,"1,403",Lady-Like
5.4,28,"4,387",Hell and Back
7.6,106,"33,896",Ghost in the Shell 2: Innocence
6.4,23,"13,951",New Kids Turbo
6.1,114,"12,810",Parallels
5.4,8,802,Long Nights Short Mornings
6.8,13,470,Skylanders Academy
5.9,21,"3,587",The Warning
7.7,16,"4,201",Ajin
6.3,48,"2,060",The Legend of Cocaine Island
7.5,43,"13,494",Life's Too Short
7.5,16,"4,575",Ali Wong: Baby Cobra
5.2,91,"14,803",Racing Stripes
7.0,19,"1,028",Borderline
8.0,32,"1,556",Hitler's Circle of Evil
5.8,29,"3,501",Candy Jar
6.3,9,"4,227",The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared
6.2,7,"1,389",I'll Be Home for Christmas
5.2,61,"5,277",A Christmas Prince: The Royal Wedding
6.7,37,"1,357",Diablero
5.8,27,"2,979",6 Balloons
7.2,8,227,True and the Rainbow Kingdom
6.4,12,"3,068",Skins
6.5,103,"2,316",The Indian Detective
6.7,33,"7,976",Water Lilies
7.7,48,"10,799",Fed Up
7.7,49,"19,366",Jim & Andy: The Great Beyond
6.9,8,157,Barbie Dreamhouse Adventures
6.3,14,"2,142",Gun City
4.7,34,"2,272",Anatomy of a Love Seen
4.9,10,774,Indiscretion
6.7,20,323,My Husband Won't Fit
5.8,32,"5,439",Barry
8.3,80,"17,841",Cowspiracy: The Sustainability Secret
4.3,19,326,Aurora
